price_billion,area_m2,bedrooms_num,district,direction,furniture_std,legal_std,floors_num,frontage_m,road_width_m,title,description,image_urls
10.8,37.4,6.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,6.15,4.0,Ô tô đỗ phố Tam Trinh nhà đẹp 2 thoáng dân xây mới coong 37.4m2 x 5T thang máy nhiều phòng,"Siêu phẩm VIP Tam Trinh lô góc - thang máy nhập khẩu mặt tiền khủng 6,15m chờ đón mặt phố.
Ô tô đỗ phố Tam Trinh nhà đẹp 2 thoáng dân xây mới coong 37.4m² x 5T thang máy nhiều phòng giá 10.8 tỷ sổ CC có TL.
Vị trí đẹp tại phố Tam Trinh, hàng xóm Times City, gần cầu Mai Động, kết nối cực nhanh Minh Khai Lĩnh Nam Vĩnh Tuy.
Tương lai ra sát mặt đường lớn tiềm năng tăng giá mạnh.
Ngõ rộng, khu dân trí cao, tiện ích đầy đủ.
Thông tin chi tiết:
Diện tích: 38m x 5 tầng.
Mặt tiền: 6,15m cực hiếm.
Nhà vuông vắn trước sau như một.
Lô góc thoáng sáng, phòng nào cũng có cửa sổ lớn.
Nội thất cao cấp:
Thang máy nhập khẩu Fuji (Hàn Quốc) chạy êm.
Gỗ An Cường cao cấp.
Thiết kế hiện đại, mới tinh, ở ngay.
Thiết kế công năng:
Tầng 1: Phòng khách + bếp + WC.
Tầng 2,3: 2 phòng ngủ master cực rộng.
Tầng 4: 2 phòng ngủ.
Tầng 5: Phòng thờ + sân phơi + sân BBQ cực chill.
Phù hợp:
Ở sướng hưởng thụ.
Kết hợp văn phòng kinh doanh.
Đầu tư đón quy hoạch cực sáng.
Giá bán: 10,8 tỷ.
LH Tú
0948 642 ***
để xem nhà 24/7.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175001-8158_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175001-dca5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175002-41b7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175003-7bee_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175003-f07d_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175004-06c3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175005-3c12_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175005-e615_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175007-c181_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175008-eb71_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175008-c082_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175009-0cda_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175010-29fd_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175010-022f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175011-ea73_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175012-6b8e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175012-edce_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175014-1ad3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422175015-d563_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175001-8158_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175001-dca5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175002-41b7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175003-7bee_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175003-f07d_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175004-06c3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175005-3c12_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175005-e615_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175007-c181_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175008-eb71_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175008-c082_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175009-0cda_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175010-29fd_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175010-022f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175011-ea73_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175012-6b8e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175012-edce_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175014-1ad3_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422175015-d563_wm.jpg""]"
17.5,56.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,8.0,Bán nhà mặt chợ Thạch Bàn - Cổ Linh - kinh doanh - vỉa hè - oto tránh - thang máy,"- Nhà 7 tầng - phố Thạch Bàn Cổ Linh - kinh doanh sầm uất.
- Diện tích: 56m² x 7 tầng - phố kinh doanh - thang máy - gara ô tô - đường ô tô tránh - thẩm mỹ răng, spa vv...
- Nhà full nội thất xịn.
- Sổ đỏ chính chủ pháp lý rõ ràng.
- Liên hệ: Hoàng Hoát
0965 858 ***
chuyên nhà đất thổ cư Long Biên.
(Ảnh chuẩn, thông tin chính xác).","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065301-1aa7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065302-5dcc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065304-6454_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065306-9879_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065307-8627_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065308-2105_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065310-e5c4_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/16/20260316065312-65b5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065301-1aa7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065302-5dcc_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065304-6454_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065306-9879_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065307-8627_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065308-2105_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065310-e5c4_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/16/20260316065312-65b5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2024/03/25/20240325225520-9cd1.jpg""]"
6.9,30.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0,"Bán nhà riêng tại Minh Khai, 6,9 tỷ, 30m2, giá cực chất","Nhà riêng Phường Bạch Mai, Hà Nội - Quận Hai Bà Trưng, Hà Nội cũ với diện tích 30m², giá 6,9 tỷ VND.
- Thiết kế hiện đại, tiện nghi đầy đủ.
- Khu vực an ninh, yên tĩnh, phù hợp cho gia đình.
- Có 2PN và 1WC, không gian sống thoải mái.
- Gần các tiện ích như bệnh viện, siêu thị và trường học.
Cách trường mầm non Kinder Green chỉ 1km.
Cách siêu thị Winmart khoảng 1,5km.
Cách công viên Hồ Đền Lừ khoảng 2km.
Liên hệ ngay E hoa qua số điện thoại
0563 511 ***
để biết thêm chi tiết.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141956-24f6_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141955-0b46_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141953-1210_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141956-24f6_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141955-0b46_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141953-1210_wm.jpg""]"
13.5,45.0,7.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,5.0,3.4,4.0,Bán nhà Nhân Hòa Thanh Xuân - DT 45m2 - 5 tầng - 7pn - 2 mặt ngõ - gần phố - 13.x tỷ,"Bán nhà riêng Nhân Hòa, khu vực trung tâm Thanh Xuân, nhà hai mặt ngõ thoáng, phù hợp ở kết hợp kinh doanh.
Vị trí: Ngõ nông, gần phố, sát trường học các cấp, gần chợ Nhân Chính.
Diện tích: 45m², mặt tiền 3.4m.
Kết cấu: 5 tầng, thiết kế hợp lý.
Tầng 1: Kinh doanh + để xe.
Tầng 2: Phòng khách + bếp + WC.
Tầng 3,4,5: Mỗi tầng 2 phòng ngủ + WC.
Tổng 7 phòng ngủ, phù hợp gia đình đông người.
Ưu điểm: Nhà 2 mặt ngõ trước sau, cực kỳ thoáng.
Chủ tự xây chắc chắn, có thể vừa ở vừa cho thuê.
Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch.
Liên hệ: Thiên Tùng
0325 433 ***
.
Hỗ trợ xem nhà, làm việc chính chủ, quy trình rõ ràng.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/09/20260409141702-958f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/09/20260409141703-fff1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/09/20260409141703-992a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/09/20260409141704-5830_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/09/20260409141705-4d56_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/09/20260409141705-3e43_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/09/20260409141702-958f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/09/20260409141703-fff1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/09/20260409141703-992a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/09/20260409141704-5830_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/09/20260409141705-4d56_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/09/20260409141705-3e43_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/255x180/2026/04/18/20260418114453-56db.jpg""]"
37.0,77.0,4.0,Ba Đình,Không rõ,Không rõ,Không rõ,5.0,5.0,4.0,BÁN NHÀ NGÕ 2 LINH LANG 77M2 X 6 TẦNG,"Bán nhà ngõ 2 linh lang 77m² x 6 tầng, MT 5m. Mỗi tầng 2p. Đang cho thuê 50tr/th. Nhà nằm trong khu dự án. Đường rộng 15m. Cách linh lang 15m. Dân trí cao. Ôtô tải vào. Vị trí gần trường học các cấp. Gần siêu thị, bệnh viện.
Giá: 37 tỉ.
Liên hệ:
0903 201 ***","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141813-a784_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141813-8b66_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141813-9cd2_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141813-a784_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141813-8b66_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141813-9cd2_wm.jpg""]"
3.68,37.0,2.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,2.0,4.5,3.0,Nhà Dân 2 tầng Yên Phúc Biên Giang QL6 Cầu Mai Lĩnh 3.68 Tỷ CTL SD 37m2 Ko dính QH 0978 939 ***,"BÁN ĐẤT TẶNG NHÀ 2 TẦNG 37M2 (CÓ 2 NGỦ 2WC FULL NỘI THÂT)
Chính chủ cần bán nhanh căn nhà hai vc xây dựng tâm huyết!
Nay phải chuyển công tác về quê 178 nên cần bán nhanh
Nhà mặt ngõ nhà nước ô tô đỗ tận nơi
Xác định chỉ bán đất tặng nhà, để lại toàn bộ thiết bị giường tủ điều hòa... như ảnh
Giá chào bán 3.x tỷ có thươnglượng
SỔ đỏ chính chủ, pháp lý chuẩn ko dính quy hoạch, ko dính dừng cấp phép xâydựng
Vịi trí ngay Ngã 4 Biên Giang Yên PHúc
Gần Trục QL6 đang mở rộng lên 60m
Cầu mai lĩnh đang xây mới
Vị trí thuận tiện chợ, trường, đi lại hà đông thanh xuân thuận tiện
mời các bác nhấc máy xem nhà, làm việc chính chủ
0978 939 ***","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135818-6eaf_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135755-68ea_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135818-f278_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135818-36cb_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135819-401c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135832-a82a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135838-933b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/06/20260406135838-f45b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135818-6eaf_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135755-68ea_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135818-f278_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135818-36cb_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135819-401c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135832-a82a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135838-933b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/06/20260406135838-f45b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/255x180/2024/10/19/20241019125335-8e12.jpg""]"
5.1,32.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,2.0,"Nhà Phố Xốm ĐH Đại Nam Thông KDT Thanh Hà 32m2*5 Tầng ở ngay Giá 5.1 tỷ CTL ko QH, giá mềm nhất xốm","NHÀ GIÁ TỐT NHẤT PHỐ XỐM KHÔNG DÍNH QH SD 32M2*5T FULL ĐỒ
GIÁ 5.1 TỶ CÓ THƯƠNG LƯỢNG
Chuyển đổi công việc gia đình cần bán căn nhà mới xây đc 1 năm hiện đang cho các bạn sinh viên thuê có dòng tiền ổn định
Vị trí dân cư đông đúc gần trường mầm non cấp 1.2.3 cao đẳng đại học, xung quanh chợ họp cả ngày.
Nhà xây bê tông cốt thép chắc chắn, tổng 155m² sàn sử dụng, với 3 phòng ngủ rộng, 4 wc gia đình ở thoải mái công năng
Các bác mua cho thuê dòng tiền tốt
pháp lý chuẩn không dính quy hoạch, ko gần mồ mả đình chùa.
mời các bác quan tâm liên hệ em xem nhà làm việc chính chủ
em xin cảm ơn các bác xem tin","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/11/20260311205447-00fe_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/11/20260311205447-6e53_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/11/20260311205447-6126_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/11/20260311205447-29c0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/11/20260311205447-00fe_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/11/20260311205447-6e53_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/11/20260311205447-6126_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/11/20260311205447-29c0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/255x180/2024/10/19/20241019125335-8e12.jpg""]"
6.8,49.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,3.0,Gần ô tô phố Giáp Bát nhà đẹp 2 thoáng dân xây ở ngay 49m2 x5T giá nhỉnh 6 tỷ sổ CC có TL,"NHÀ MỚI ĐẸP 4 TẦNG - Ô TÔ ĐỖ CỔNG - GIẢI PHÓNG - KIM ĐỒNG - SÁT VÀNH ĐAI 2.5 - ĐỐI DIỆN BẾN XE GIÁP BÁT - SỔ ĐỎ CHÍNH CHỦ VUÔNG ĐẸP A4
Gần ô tô phố Giáp Bát nhà đẹp 2 thoáng dân xây ở ngay 49m² x5T giá nhỉnh 6 tỷ sổ CC có TL
Nhà nằm sau Giáp Bát đối diện bến xe Giáp Bát, ngay cạnh nút giao Kim Đồng - Giải Phóng, chỉ 2km là tới các trường Đại học Kinh Tế Quốc Dân, Xây Dựng, Bách Khoa, BV Bạch Mai. Ô tô đỗ cổng.
Diện tích sổ 38.4m² + 11m cổng đi chung
Thiết kế nhà 2 tầng, mỗi tầng 2 phòng rộng thoáng, phòng nào cũng ngập tràn ánh sáng.
Sổ đỏ chính chủ, sẵn sàng giao dịch.
LH Tú
0948 642 ***
để xem nhà ngay","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141807-34c0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141808-0d8e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141809-6cf7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141809-ea1c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141810-e9fa_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141811-1b3f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141812-fd0c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141813-020a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/24/20260424141814-6ce7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141807-34c0_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141808-0d8e_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141809-6cf7_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141809-ea1c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141810-e9fa_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141811-1b3f_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141812-fd0c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141813-020a_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/24/20260424141814-6ce7_wm.jpg""]"
16.48,45.0,4.0,Ba Đình,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,5.0,10.0,"Cực hiếm, phân lô 4 oto tránh kinh doanh phố Ba Đình 45M 5 TẦNG. Gía chỉ 16.48 tỷ","Bán căn nhà thuộc khu phân lô cán bộ quận Ba Đình giá chỉ 16.48 tỷ
Vị trí đắc địa: Nhà nằm trên mặt ngõ thông, kinh doanh sầm uất, kết nối đến đường Hoàng Hoa Thám, Quần Ngựa, Liễu Dai, Bưởi
Diện tích 45m² nhà dân xây kiên cố  5 tầng chắc chắn
Thiết kế:
Tầng 1: Gara ôtô
Tầng 2,3,4,: 2phòng ngủ + WC
Tầng 5: Phòng thờ, sân phơi
Sổ đỏ chính chủ sẵn sàng giao dịch.
- Tiện ích xung quanh:
+ Gần các trường mầm non, tiểu học, thcs, thpt Hoàng Hoa Thám
+ Các siêu thị Winmart+, chợ Vĩnh Phúc,..
+ Trường đại học Thủ Đô, bệnh viện 354, bệnh viện phổi trung ương
Anh chị liện hệ em Lộc
0348 847 ***
để xem nhà và làm việc trực tiếp với chủ","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422132446-6e92_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422132640-aa55_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422132640-0a60_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422132640-781b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422132640-b6b5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/04/22/20260422132640-f66c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422132446-6e92_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422132640-aa55_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422132640-0a60_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422132640-781b_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422132640-b6b5_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/04/22/20260422132640-f66c_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2023/04/19/20230419084630-581d.jpg""]"
12.0,35.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,3.3,"1 0 2 bán nhà đẹp khủng khiếp, phố Đê La Thành, tháng máy, 10m ra mặt phố, 35m2*6tầng, 12tỷ","Thật sự quá đẹp - rẻ trong phân khúc bán nhà mới - thang máy - tặng full nội thất - 10m ra phố - tiện ích xung quanh không thiếu gì.
* Vị trí: Nhà ngay cạnh Ngã tư ô chợ dừa, xã đàn, tôn đức thắng, khâm thiên, nguyễn lương bằng.
* Nhà cách phố 10m trước nhà rộng thoáng mát, Full nội thất khách chỉ việc xách vali đến ở.
* Gần nhiều trường các cấp 1,2,3, gần nhiều chợ Dân Sinh, xung quanh nhiều tổ hợp công ty, văn phòng lớn nhỏ, tiện ích bạt ngàn. Khu vực lõi Đống Đa, gần nhiều trường CĐ, ĐH, dòng tiền siêu tốt.
* Thiết kế thời thượng, đủ công năng, tinh tế.
Pháp lý: Sổ đỏ vuông đẹp, sẵn sàng giao dịch.
* Ac liên hệ e Linh nhà thật để e tư vấn nhanh và chính xác nhất ạ.
*
0963 881 ***
.","[""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/07/20260307153459-6120_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/07/20260307153500-7257_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/07/20260307153501-8dd1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/07/20260307153502-a430_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/07/20260307153502-9901_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/1275x717/2026/03/07/20260307153504-6e2d_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/07/20260307153459-6120_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/07/20260307153500-7257_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/07/20260307153501-8dd1_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/07/20260307153502-a430_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/07/20260307153502-9901_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/200x200/2026/03/07/20260307153504-6e2d_wm.jpg"", ""https://file4.batdongsan.com.vn/resize/255x180/2025/12/02/20251202103529-93a4.jpg""]"
